Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Delivery-Days
9194,CA-2016-141810,2/11/2016,7/11/2016,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,151
7917,CA-2016-110891,20/11/2016,24/11/2016,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,#VALUE!
8453,CA-2017-125087,18/04/2017,23/04/2017,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,#VALUE!
3016,US-2016-138919,17/09/2016,21/09/2016,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,New York City,New York,10035,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,#VALUE!
4474,CA-2018-121300,29/09/2018,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,#VALUE!
1130,CA-2017-112102,12/4/2017,16/04/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,#VALUE!
7892,CA-2017-148684,25/12/2017,29/12/2017,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",343.85,#VALUE!
6070,CA-2018-166695,20/05/2018,24/05/2018,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2,#VALUE!
3076,CA-2015-143903,20/07/2015,24/07/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,#VALUE!
1393,US-2017-108504,5/2/2017,5/2/2017,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,0
7238,CA-2017-164924,10/7/2017,10/7/2017,Same Day,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-MA-10000904,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,0
3317,CA-2018-161739,10/11/2018,15/11/2018,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,#VALUE!
7681,CA-2015-133592,31/12/2015,7/1/2016,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,341.96,#VALUE!
8803,CA-2017-140935,10/11/2017,12/11/2017,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,61
2052,CA-2016-142237,11/7/2016,13/07/2016,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,#VALUE!
472,CA-2015-144666,9/11/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,61
9710,CA-2017-161746,21/10/2017,27/10/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,#VALUE!
6150,CA-2018-101322,28/12/2018,31/12/2018,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,90805,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,340.704,#VALUE!
7364,CA-2017-127243,28/11/2017,4/12/2017,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,#VALUE!
174,CA-2015-118962,5/8/2015,9/8/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,123
5278,CA-2015-113859,13/09/2015,17/09/2015,Standard Class,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,#VALUE!
110,CA-2016-129476,15/10/2016,20/10/2016,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,#VALUE!
2534,CA-2015-111500,17/08/2015,21/08/2015,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,#VALUE!
6338,CA-2017-165995,30/08/2017,6/9/2017,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,#VALUE!
7219,CA-2016-150770,3/5/2016,6/5/2016,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,92
7275,CA-2016-144519,13/11/2016,17/11/2016,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,59601,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,#VALUE!
9770,CA-2017-123533,24/11/2017,30/11/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,339.92,#VALUE!
4076,CA-2018-108112,15/11/2018,20/11/2018,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.136,#VALUE!
5999,US-2015-112991,10/12/2015,14/12/2015,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,#VALUE!
1205,CA-2017-114727,18/07/2017,24/07/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,#VALUE!
1733,US-2017-131149,10/7/2017,14/07/2017,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,#VALUE!
6355,US-2016-109015,6/9/2016,12/9/2016,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,337.98,183
7880,CA-2017-155747,14/06/2017,21/06/2017,Standard Class,JS-15685,Jim Sink,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,337.176,#VALUE!
9042,CA-2015-114335,28/09/2015,3/10/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Hollywood,Florida,33021,South,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,#VALUE!
987,CA-2018-100314,29/09/2018,5/10/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,#VALUE!
3777,US-2015-102715,11/4/2015,13/04/2015,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944,#VALUE!
8195,CA-2016-141327,30/11/2016,3/12/2016,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,335.744,#VALUE!
7630,CA-2015-162089,30/03/2015,1/4/2015,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,335.72,#VALUE!
822,CA-2015-140858,28/06/2015,2/7/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,#VALUE!
1547,CA-2016-111395,23/11/2016,27/11/2016,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,#VALUE!
8820,CA-2016-142930,28/11/2016,2/12/2016,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,#VALUE!
3638,CA-2017-145177,10/11/2017,14/11/2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,#VALUE!
1414,CA-2015-146640,30/06/2015,5/7/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.768,#VALUE!
4939,CA-2015-157147,13/01/2015,18/01/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,#VALUE!
5246,CA-2017-156265,2/8/2017,4/8/2017,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,333.576,59
5766,US-2015-126340,8/11/2015,14/11/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,#VALUE!
6655,CA-2018-135937,20/02/2018,27/02/2018,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,#VALUE!
4478,CA-2018-130211,22/10/2018,22/10/2018,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,#VALUE!
2010,CA-2015-116407,15/11/2015,21/11/2015,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,#VALUE!
3796,US-2015-117163,27/01/2015,2/2/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,#VALUE!
792,CA-2016-115938,26/06/2016,30/06/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,#VALUE!
5240,CA-2017-116561,11/9/2017,17/09/2017,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,#VALUE!
6422,CA-2017-140130,31/10/2017,5/11/2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,#VALUE!
9258,CA-2015-168368,11/2/2015,15/02/2015,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,#VALUE!
9756,CA-2018-113705,27/03/2018,29/03/2018,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,#VALUE!
6508,US-2017-128909,9/10/2017,11/10/2017,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,61
6156,CA-2018-151484,20/04/2018,23/04/2018,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704,#VALUE!
4230,CA-2018-100223,5/7/2018,10/7/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028,153
5451,US-2015-119081,12/9/2015,19/09/2015,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,#VALUE!
5725,CA-2015-103191,22/09/2015,27/09/2015,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,#VALUE!
7727,CA-2017-113978,25/09/2017,29/09/2017,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,#VALUE!
7202,CA-2017-104276,27/11/2017,3/12/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,331.023,#VALUE!
2229,CA-2017-139157,1/10/2017,5/10/2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,120
642,CA-2018-167913,30/07/2018,3/8/2018,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,#VALUE!
3555,CA-2015-120838,23/03/2015,26/03/2015,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,#VALUE!
6196,CA-2018-113453,21/10/2018,28/10/2018,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,329.988,#VALUE!
5353,CA-2017-123932,6/9/2017,12/9/2017,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,183
3307,CA-2015-104738,30/12/2015,1/1/2016,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776,#VALUE!
5998,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,0
6537,CA-2015-169684,20/10/2015,23/10/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,#VALUE!
5176,CA-2018-106432,19/10/2018,24/10/2018,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,#VALUE!
265,CA-2017-125318,6/6/2017,13/06/2017,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,#VALUE!
6128,CA-2017-124100,31/03/2017,6/4/2017,Standard Class,EH-13990,Erica Hackney,Consumer,United States,New York City,New York,10009,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",327.996,#VALUE!
2594,CA-2018-128300,24/11/2018,26/11/2018,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,#VALUE!
598,CA-2015-131450,8/8/2015,15/08/2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,#VALUE!
6291,US-2016-139675,13/03/2016,18/03/2016,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,#VALUE!
3024,CA-2018-124674,17/11/2018,23/11/2018,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,#VALUE!
6551,CA-2016-126739,1/11/2016,3/11/2016,Second Class,JH-16180,Justin Hirsh,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,327.564,60
9722,CA-2017-105781,16/02/2017,20/02/2017,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.646,#VALUE!
4543,CA-2018-113474,30/03/2018,31/03/2018,First Class,TM-21490,Tony Molinari,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,325.86,#VALUE!
7627,US-2016-159499,21/11/2016,23/11/2016,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Phoenix,Arizona,85023,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,325.632,#VALUE!
2087,CA-2017-140501,23/06/2017,28/06/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,#VALUE!
3247,US-2018-140907,10/12/2018,12/12/2018,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,61
7801,CA-2018-157413,1/6/2018,6/6/2018,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,151
4323,US-2016-147662,14/02/2016,19/02/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.982,#VALUE!
903,CA-2018-132353,15/09/2018,17/09/2018,First Class,DB-13060,Dave Brooks,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,#VALUE!
6161,CA-2015-103989,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,#VALUE!
9522,CA-2015-169446,19/12/2015,25/12/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.976,#VALUE!
2754,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,#VALUE!
5534,US-2017-167472,6/6/2017,7/6/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,30
907,CA-2018-143259,30/12/2018,3/1/2019,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,#VALUE!
2112,CA-2016-164882,31/10/2016,31/10/2016,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,#VALUE!
2561,CA-2016-147788,31/05/2016,4/6/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,#VALUE!
2637,CA-2016-162369,15/08/2016,19/08/2016,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,#VALUE!
4277,CA-2018-151358,18/08/2018,22/08/2018,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,#VALUE!
9680,CA-2016-130113,27/12/2016,31/12/2016,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,#VALUE!
876,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,#VALUE!
4147,CA-2016-136196,28/11/2016,4/12/2016,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Freeport,New York,11520,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,#VALUE!
9064,US-2015-151015,14/10/2015,20/10/2015,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,322.192,#VALUE!
3749,CA-2018-161956,27/08/2018,29/08/2018,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,#VALUE!
250,CA-2017-154739,10/12/2017,15/12/2017,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,#VALUE!
961,CA-2018-152142,14/11/2018,19/11/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,#VALUE!
4469,CA-2018-168641,24/11/2018,1/12/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,#VALUE!
9462,CA-2015-100867,19/10/2015,24/10/2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,#VALUE!
1984,CA-2015-164721,25/11/2015,27/11/2015,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,#VALUE!
7855,CA-2018-135587,7/12/2018,12/12/2018,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",320.64,153
6650,US-2018-124779,8/9/2018,11/9/2018,First Class,BF-11020,Barry Französisch,Corporate,United States,Arlington,Texas,76017,Central,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,319.984,92
9483,CA-2016-158351,20/06/2016,24/06/2016,Second Class,BC-11125,Becky Castell,Home Office,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,319.984,#VALUE!
2234,CA-2016-123232,14/12/2016,16/12/2016,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,#VALUE!
6554,CA-2015-137092,20/10/2015,22/10/2015,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,319.968,#VALUE!
7694,CA-2015-102330,29/12/2015,3/1/2016,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,#VALUE!
4182,US-2018-136868,6/10/2018,12/10/2018,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96,183
6575,CA-2017-160535,25/11/2017,30/11/2017,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,#VALUE!
